,DATE,SPEND,CLICKS,IMPRESSIONS,SEARCH_IMPRESSION_SHARE,CPC,ELIGIBLE_IMPRESSIONS
112,2022-04-23,6527.61,511.0,2415.0,1.5,12.774187866927592,1610.0
113,2022-04-24,6219.63,549.0,2780.0,1.5699999999999998,11.329016393442624,1770.7006369426754
114,2022-04-25,9079.54,721.0,4487.0,1.32,12.592981969486825,3399.242424242424
115,2022-04-26,8746.880000000001,736.0,4449.0,1.24,11.884347826086957,3587.9032258064517
116,2022-04-27,8225.02,708.0,3841.0,1.18,11.61725988700565,3255.084745762712
117,2022-04-28,6319.9800000000005,640.0,3380.0,1.15,9.87496875,2939.130434782609
118,2022-04-29,8489.61,838.0,4381.0,1.38,10.130799522673032,3174.6376811594205
119,2022-04-30,2121.19,223.0,1040.0,1.0,9.512062780269058,1040.0
120,2022-05-01,8895.43,583.0,3458.0,1.33,15.25802744425386,2600.0
121,2022-05-02,10540.56,1115.0,7605.0,1.77,9.453417040358744,4296.610169491525
122,2022-05-03,10456.48,1260.0,8429.0,1.83,8.29879365079365,4606.0109289617485
123,2022-05-04,10309.150000000001,1214.0,8164.0,1.81,8.4918863261944,4510.49723756906
124,2022-05-05,10047.490000000002,1185.0,7557.0,1.81,8.478894514767934,4175.138121546961
125,2022-05-06,9531.27,1044.0,7054.0,1.8599999999999999,9.129568965517242,3792.4731182795704
126,2022-05-07,4826.41,488.0,3488.0,1.9100000000000001,9.890184426229508,1826.178010471204
127,2022-05-08,5475.160000000001,519.0,3246.0,1.8900000000000001,10.549441233140657,1717.4603174603174
128,2022-05-09,10114.5,1138.0,7770.0,1.8199999999999998,8.887961335676625,4269.2307692307695
129,2022-05-10,10264.560000000001,1473.0,9010.0,1.79,6.9684725050916505,5033.519553072626
130,2022-05-11,10020.6,1354.0,8887.0,1.87,7.400738552437224,4752.406417112299
131,2022-05-12,9877.72,1290.0,8352.0,1.8199999999999998,7.657147286821705,4589.01098901099
132,2022-05-13,8372.98,1181.0,7404.0,1.8599999999999999,7.08973751058425,3980.645161290323
133,2022-05-14,5495.24,704.0,3884.0,1.9,7.805738636363636,2044.2105263157896
134,2022-05-15,6162.620000000001,766.0,4173.0,1.8399999999999999,8.045195822454309,2267.934782608696
135,2022-05-16,10383.54,1081.0,7825.0,1.79,9.60549491211841,4371.508379888268
136,2022-05-17,10199.35,1105.0,8086.0,1.77,9.230180995475113,4568.3615819209035
137,2022-05-18,9917.56,1201.0,8628.0,1.88,8.257751873438801,4589.36170212766
138,2022-05-19,9294.550000000001,1226.0,8403.0,1.87,7.581199021207179,4493.582887700534
139,2022-05-20,9118.55,1114.0,7286.0,1.85,8.185412926391383,3938.3783783783783
140,2022-05-21,4969.21,544.0,3499.0,1.81,9.134577205882353,1933.1491712707182
141,2022-05-22,6866.06,542.0,3532.0,1.7799999999999998,12.668007380073801,1984.2696629213485
142,2022-05-23,10639.55,1062.0,7284.0,1.65,10.018408662900187,4414.545454545455
143,2022-05-24,10464.890000000001,1425.0,9117.0,1.75,7.343782456140352,5209.714285714285
144,2022-05-25,10372.13,1274.0,8504.0,1.78,8.141389324960754,4777.528089887641
145,2022-05-26,10072.02,1419.0,9201.0,1.78,7.097970401691332,5169.101123595506
146,2022-05-27,9269.21,800.0,5463.0,1.25,11.5865125,4370.4
147,2022-05-28,7764.509999999999,736.0,3884.0,1.34,10.54960597826087,2898.507462686567
148,2022-05-29,7400.29,593.0,3696.0,1.3199999999999998,12.479409780775716,2800.0000000000005
149,2022-05-30,10482.44,591.0,3980.0,1.7799999999999998,17.73678510998308,2235.9550561797755
150,2022-05-31,12570.41,1102.0,7382.0,1.49,11.406905626134302,4954.362416107382
151,2022-06-01,9283.050000000001,979.0,7469.0,1.65,9.482175689479062,4526.666666666667
152,2022-06-02,9051.04,1095.0,8217.0,1.75,8.265789954337901,4695.428571428572
153,2022-06-03,8802.380000000001,976.0,7078.0,1.68,9.018831967213115,4213.0952380952385
154,2022-06-04,5397.05,520.0,3619.0,1.7200000000000002,10.378942307692308,2104.06976744186
155,2022-06-05,5899.429999999999,538.0,4685.0,1.65,10.965483271375463,2839.3939393939395
156,2022-06-06,5171.7,548.0,3415.0,1.8399999999999999,9.437408759124088,1855.9782608695652
157,2022-06-07,10935.98,1610.0,10143.0,1.63,6.792534161490683,6222.699386503068
158,2022-06-08,11159.210000000001,1646.0,9219.0,1.54,6.779592952612394,5986.363636363636
159,2022-06-09,11090.800000000001,1539.0,8727.0,1.63,7.206497725795972,5353.98773006135
160,2022-06-10,10299.46,1410.0,7803.0,1.7200000000000002,7.304581560283688,4536.627906976743
161,2022-06-11,9388.9,1065.0,4701.0,1.63,8.815868544600939,2884.0490797546013
162,2022-06-12,9366.93,1017.0,4774.0,1.7,9.210353982300886,2808.2352941176473
163,2022-06-13,10910.71,1428.0,8131.0,1.73,7.640553221288515,4700.0
164,2022-06-14,11216.93,1438.0,8334.0,1.72,7.8003685674547985,4845.3488372093025
165,2022-06-15,10757.07,1409.0,8060.0,1.72,7.634542228530873,4686.046511627907
166,2022-06-16,10670.710000000001,1473.0,7797.0,1.66,7.244202308214529,4696.987951807229
167,2022-06-17,9582.73,1245.0,7025.0,1.71,7.6969718875502,4108.187134502924
168,2022-06-18,6319.13,726.0,3590.0,1.74,8.704035812672176,2063.2183908045977
169,2022-06-19,6473.5,648.0,3365.0,1.62,9.989969135802468,2077.1604938271603
170,2022-06-20,11385.93,1186.0,6428.0,1.69,9.600278246205734,3803.550295857988
171,2022-06-21,11282.740000000002,1287.0,7826.0,1.6400000000000001,8.766697746697748,4771.951219512195
172,2022-06-22,10861.17,1304.0,7553.0,1.62,8.32911809815951,4662.3456790123455
173,2022-06-23,10707.94,1369.0,7717.0,1.6099999999999999,7.82172388604821,4793.1677018633545
174,2022-06-24,9186.369999999999,1140.0,6299.0,1.58,8.058219298245612,3986.7088607594933
175,2022-06-25,6058.9,706.0,3314.0,1.48,8.58201133144476,2239.189189189189
176,2022-06-26,7976.84,713.0,3399.0,1.5899999999999999,11.187713884992988,2137.735849056604
177,2022-06-27,12457.300000000001,1176.0,6924.0,1.47,10.59294217687075,4710.2040816326535
178,2022-06-28,12149.55,1249.0,7793.0,1.47,9.727421937550039,5301.360544217687
179,2022-06-29,12187.68,1425.0,7638.0,1.4300000000000002,8.552757894736843,5341.258741258741
180,2022-06-30,11677.55,1376.0,7464.0,1.47,8.486591569767441,5077.551020408163
181,2022-07-01,9683.57,1087.0,5798.0,1.6,8.908528058877645,3623.75
182,2022-07-02,6580.68,643.0,3113.0,1.54,10.23433903576983,2021.4285714285713
183,2022-07-03,6818.99,611.0,2753.0,1.5299999999999998,11.160376432078559,1799.3464052287584
184,2022-07-04,7038.719999999999,617.0,3167.0,1.5699999999999998,11.407974068071312,2017.1974522292996
185,2022-07-05,10506.82,1178.0,6648.0,1.52,8.919202037351443,4373.684210526316
186,2022-07-06,10572.94,1302.0,7362.0,1.54,8.120537634408603,4780.519480519481
187,2022-07-07,10476.49,1489.0,8403.0,1.5,7.035923438549362,5602.0
188,2022-07-08,8846.9,1228.0,6672.0,1.54,7.2043159609120515,4332.467532467533
189,2022-07-09,6003.96,739.0,3463.0,1.44,8.124438430311232,2404.8611111111113
190,2022-07-10,7987.04,694.0,3300.0,1.3699999999999999,11.508703170028818,2408.7591240875913
191,2022-07-11,11532.0,905.0,5594.0,1.27,12.742541436464089,4404.724409448819
192,2022-07-12,10944.19,1109.0,6562.0,1.26,9.868521190261497,5207.936507936508
193,2022-07-13,10752.17,1221.0,7100.0,1.1,8.806036036036035,6454.545454545454
194,2022-07-14,13055.84,1412.0,7523.0,0.95,9.246345609065155,7918.947368421053
195,2022-07-15,11236.84,1269.0,6350.0,0.8600000000000001,8.854877856579984,7383.720930232557
196,2022-07-16,7481.5,778.0,3222.0,1.1099999999999999,9.616323907455012,2902.702702702703
197,2022-07-17,7658.17,762.0,3213.0,0.9400000000000001,10.05009186351706,3418.0851063829787
198,2022-07-18,12166.38,1332.0,7281.0,0.77,9.13391891891892,9455.844155844155
199,2022-07-19,16532.57,1470.0,7983.0,0.95,11.246646258503402,8403.157894736842
200,2022-07-20,10181.8,804.0,5053.0,0.74,12.663930348258706,6828.378378378378
201,2022-07-21,9448.320000000002,1148.0,6397.0,0.88,8.230243902439026,7269.318181818182
202,2022-07-22,9571.44,1160.0,5878.0,0.97,8.251241379310345,6059.79381443299
203,2022-07-23,9562.77,780.0,3330.0,0.95,12.259961538461539,3505.263157894737
204,2022-07-24,8023.1,615.0,3199.0,0.95,13.04569105691057,3367.3684210526317
205,2022-07-25,9489.630000000001,1133.0,6174.0,0.97,8.37566637246249,6364.948453608247
206,2022-07-26,9480.5,1272.0,6650.0,0.92,7.453223270440252,7228.260869565217
207,2022-07-27,9434.31,1222.0,6575.0,0.79,7.720384615384615,8322.784810126583
208,2022-07-28,9469.87,1324.0,6930.0,0.79,7.152469788519638,8772.151898734177
209,2022-07-29,7955.99,1094.0,5982.0,1.12,7.272385740402194,5341.071428571428
210,2022-07-30,5549.31,739.0,3227.0,1.11,7.509215155615697,2907.207207207207
211,2022-07-31,6274.22,742.0,3275.0,1.21,8.455822102425877,2706.6115702479337
212,2022-08-01,9488.789999999999,1066.0,6204.0,0.9,8.901303939962476,6893.333333333333
213,2022-08-02,9683.58,1155.0,7034.0,1.15,8.384051948051948,6116.521739130435
214,2022-08-03,9774.29,1347.0,7129.0,1.29,7.256340014847811,5526.356589147286
215,2022-08-04,9301.949999999999,1390.0,7408.0,1.1,6.69205035971223,6734.545454545454
216,2022-08-05,8088.52,1181.0,6023.0,1.16,6.84887383573243,5192.241379310345
217,2022-08-06,1526.6399999999999,309.0,1749.0,0.71,4.940582524271845,2463.380281690141
218,2022-08-07,4327.21,638.0,3098.0,0.86,6.782460815047022,3602.3255813953488
219,2022-08-08,15202.49,1119.0,6828.0,0.79,13.585781948168007,8643.037974683544
220,2022-08-09,10753.72,1117.0,6634.0,1.07,9.627323187108326,6200.0
221,2022-08-10,10055.77,1083.0,6398.0,0.96,9.285106186518929,6664.583333333334
222,2022-08-11,10165.65,1230.0,6558.0,1.07,8.264756097560975,6128.971962616822
223,2022-08-12,8617.76,1123.0,6065.0,1.07,7.673873552983081,5668.22429906542
224,2022-08-13,5224.45,660.0,3015.0,1.24,7.9158333333333335,2431.451612903226
225,2022-08-14,5992.4800000000005,677.0,3098.0,1.11,8.85152141802068,2790.9909909909907
226,2022-08-15,10580.630000000001,1054.0,6137.0,1.17,10.038548387096775,5245.2991452991455
227,2022-08-16,10564.08,1181.0,6787.0,1.23,8.945029635901777,5517.886178861789
228,2022-08-17,10533.99,1267.0,6820.0,1.25,8.314119968429361,5456.0
229,2022-08-18,10558.880000000001,1309.0,6958.0,1.29,8.066371275783041,5393.798449612403
230,2022-08-19,9356.039999999999,1215.0,6141.0,1.38,7.700444444444444,4450.0
231,2022-08-20,5419.82,675.0,2919.0,1.26,8.029362962962962,2316.6666666666665
232,2022-08-21,1297.6100000000001,348.0,1813.0,0.92,3.728764367816092,1970.6521739130435
233,2022-08-22,458.13,403.0,2761.0,0.9,1.1367990074441687,3067.777777777778
234,2022-08-23,933.3,576.0,3770.0,0.95,1.6203124999999998,3968.421052631579
235,2022-08-24,2474.89,903.0,5123.0,1.04,2.7407419712070875,4925.961538461538
236,2022-08-25,3397.61,1096.0,5494.0,1.13,3.1000091240875913,4861.946902654868
237,2022-08-26,15579.85,1242.0,6370.0,1.27,12.54416264090177,5015.748031496063
238,2022-08-27,9750.58,719.0,3122.0,1.37,13.561307371349097,2278.832116788321
239,2022-08-28,10158.84,694.0,3202.0,1.36,14.638097982708935,2354.411764705882
240,2022-08-29,22169.1,1349.0,7518.0,1.56,16.433728687916975,4819.2307692307695
241,2022-08-30,20502.37,1431.0,7895.0,1.52,14.327302585604471,5194.078947368421
242,2022-08-31,17407.579999999998,1490.0,8130.0,1.6099999999999999,11.682939597315436,5049.6894409937895
243,2022-09-01,18191.969999999998,1437.0,7507.0,1.6099999999999999,12.659686847599163,4662.732919254659
244,2022-09-02,15793.55,1228.0,6407.0,1.5299999999999998,12.861197068403909,4187.581699346406
245,2022-09-03,9472.1,678.0,3116.0,1.48,13.970648967551623,2105.4054054054054
246,2022-09-04,9900.55,649.0,2995.0,1.38,15.25508474576271,2170.289855072464
247,2022-09-05,10556.44,734.0,3619.0,1.38,14.382070844686648,2622.4637681159425
248,2022-09-06,16634.890000000003,1197.0,6615.0,1.57,13.89715121136174,4213.375796178344
249,2022-09-07,16663.47,1271.0,6855.0,1.3599999999999999,13.110519276160504,5040.441176470588
250,2022-09-08,15427.550000000001,1262.0,7144.0,1.51,12.224683042789223,4731.12582781457
251,2022-09-09,12975.08,1186.0,6654.0,1.53,10.940202360876897,4349.019607843137
252,2022-09-10,7230.34,709.0,3109.0,1.4300000000000002,10.197940761636108,2174.125874125874
253,2022-09-11,7056.06,696.0,3303.0,1.44,10.13801724137931,2293.75
254,2022-09-12,12228.8,1232.0,7311.0,1.6099999999999999,9.925974025974025,4540.9937888198765
255,2022-09-13,12822.91,1404.0,7220.0,1.44,9.13312678062678,5013.888888888889
256,2022-09-14,12468.779999999999,1382.0,7479.0,1.6,9.022272069464544,4674.375
257,2022-09-15,12313.72,1431.0,7395.0,1.56,8.604975541579314,4740.384615384615
258,2022-09-16,9769.3,1183.0,6485.0,1.6099999999999999,8.258072696534235,4027.9503105590065
259,2022-09-17,6122.650000000001,757.0,3279.0,1.62,8.088044914134743,2024.074074074074
260,2022-09-18,5922.429999999999,683.0,3239.0,1.58,8.671200585651537,2050.0
261,2022-09-19,10777.85,1444.0,7719.0,1.6400000000000001,7.463885041551247,4706.70731707317
262,2022-09-20,11879.79,1659.0,8284.0,1.6400000000000001,7.160813743218807,5051.219512195122
263,2022-09-21,12098.91,1664.0,8468.0,1.63,7.270979567307692,5195.0920245398775
264,2022-09-22,9550.779999999999,1406.0,6812.0,1.69,6.792873399715504,4030.769230769231
265,2022-09-23,9814.39,1426.0,7474.0,1.63,6.8824614305750345,4585.276073619632
266,2022-09-24,6870.16,951.0,4481.0,1.63,7.224143007360673,2749.0797546012273
267,2022-09-25,9390.949999999999,1293.0,5685.0,1.6,7.26291569992266,3553.125
268,2022-09-26,9061.93,1237.0,6956.0,1.58,7.3257316087308,4402.53164556962
269,2022-09-27,8826.929999999998,1245.0,7229.0,1.65,7.08990361445783,4381.212121212121
270,2022-09-28,9126.13,1287.0,7188.0,1.62,7.0910101010101005,4437.0370370370365
271,2022-09-29,9293.699999999999,1327.0,6609.0,1.65,7.003541823662395,4005.4545454545455
272,2022-09-30,7630.52,1022.0,5939.0,1.5699999999999998,7.4662622309197655,3782.802547770701
273,2022-10-01,5471.67,702.0,3180.0,1.62,7.7944017094017095,1962.9629629629628
274,2022-10-02,5459.719999999999,667.0,3078.0,1.6,8.185487256371813,1923.75
275,2022-10-03,10174.66,1379.0,7581.0,1.7,7.378288614938361,4459.411764705883
276,2022-10-04,12006.93,1623.0,8339.0,1.68,7.397985212569316,4963.690476190476
277,2022-10-05,10882.81,1522.0,7948.0,1.71,7.1503350854139285,4647.953216374269
278,2022-10-06,11677.529999999999,1668.0,8321.0,1.71,7.00091726618705,4866.081871345029
279,2022-10-07,9795.01,1389.0,7169.0,1.7,7.051843052555796,4217.058823529412
280,2022-10-08,6244.89,816.0,3641.0,1.56,7.6530514705882355,2333.974358974359
281,2022-10-09,8061.87,1011.0,4347.0,1.6,7.974154302670623,2716.875
282,2022-10-10,11474.08,1320.0,7365.0,1.68,8.692484848484849,4383.928571428572
283,2022-10-11,11846.59,1407.0,7482.0,1.63,8.419751243781095,4590.184049079755
284,2022-10-12,13443.07,1522.0,8488.0,1.67,8.832503285151116,5082.634730538923
285,2022-10-13,11989.609999999999,1447.0,8140.0,1.73,8.285839668279197,4705.202312138728
286,2022-10-14,10470.789999999999,1214.0,6585.0,1.7,8.625032948929158,3873.529411764706
287,2022-10-15,6480.96,690.0,3283.0,1.69,9.392695652173913,1942.603550295858
288,2022-10-16,10367.35,1071.0,4879.0,1.72,9.680065359477124,2836.6279069767443
289,2022-10-17,15579.61,1569.0,8187.0,1.5899999999999999,9.929643084767369,5149.056603773585
290,2022-10-18,17313.05,1842.0,9007.0,1.55,9.399049945711184,5810.967741935484
291,2022-10-19,17128.84,1849.0,8961.0,1.59,9.26383991346674,5635.8490566037735
292,2022-10-20,16159.17,1765.0,8685.0,1.6600000000000001,9.155337110481586,5231.9277108433735
293,2022-10-21,12815.92,1435.0,7275.0,1.55,8.930954703832752,4693.548387096774
294,2022-10-22,8094.67,926.0,3910.0,1.52,8.741544276457883,2572.3684210526317
295,2022-10-23,8563.44,989.0,4096.0,1.44,8.658685540950456,2844.4444444444443
296,2022-10-24,12488.57,1351.0,7496.0,1.4,9.243945225758697,5354.285714285715
297,2022-10-25,13891.369999999999,1497.0,7538.0,1.35,9.279472277889111,5583.7037037037035
298,2022-10-26,12800.29,1450.0,7816.0,1.5,8.827786206896553,5210.666666666667
299,2022-10-27,13761.869999999999,1614.0,8427.0,1.25,8.526561338289962,6741.6
300,2022-10-28,9614.31,1193.0,6399.0,1.28,8.058935456831517,4999.21875
301,2022-10-29,5072.830000000001,718.0,3114.0,1.37,7.065222841225628,2272.992700729927
302,2022-10-30,4971.849999999999,721.0,3257.0,1.3,6.895769764216365,2505.3846153846152
303,2022-10-31,9189.74,1424.0,6374.0,0.95,6.453469101123595,6709.473684210527
304,2022-11-01,8491.29,1371.0,7252.0,1.08,6.193501094091904,6714.814814814815
305,2022-11-02,5897.280000000001,947.0,5112.0,1.0,6.227328405491025,5112.0
306,2022-11-03,6166.12,967.0,4946.0,1.3199999999999998,6.37654601861427,3746.9696969696975
307,2022-11-04,11847.78,1543.0,7509.0,1.1199999999999999,7.678405703175632,6704.464285714286
