,SPEND,CLICKS,IMPRESSIONS,SEARCH_IMPRESSION_SHARE,CPC,ELIGIBLE_IMPRESSIONS,lag_SPEND,lag_CLICKS,lag_IMPRESSIONS,lag_ELIGIBLE_IMPRESSIONS,rolling_7_SPEND,rolling_14_SPEND,rolling_7_CLICKS,rolling_14_CLICKS,rolling_7_IMPRESSIONS,rolling_14_IMPRESSIONS,rolling_7_ELIGIBLE_IMPRESSIONS,rolling_14_ELIGIBLE_IMPRESSIONS
2022-10-05,10882.81,1522.0,7948.0,1.71,7.1503350854139285,4647.953216374269,12006.93,1623.0,8339.0,4963.690476190476,8702.858571428571,8825.805714285714,1177.4285714285713,1220.5,6096.285714285715,6321.357142857143,3678.003644779834,3848.932598304836
2022-10-06,11677.53,1668.0,8321.0,1.71,7.00091726618705,4866.081871345029,10882.81,1522.0,7948.0,4647.953216374269,9043.405714285715,8977.716428571428,1226.142857142857,1239.2142857142858,6340.857142857143,6429.142857142857,3800.9504056213314,3908.5977869173926
2022-10-07,9795.01,1389.0,7169.0,1.7,7.051843052555796,4217.058823529412,11677.53,1668.0,8321.0,4866.081871345029,9352.618571428571,8976.332142857142,1278.5714285714287,1236.5714285714287,6516.571428571428,6407.357142857143,3862.9870164440044,3882.2965547680915
2022-10-08,6244.89,816.0,3641.0,1.56,7.6530514705882355,2333.974358974359,9795.01,1389.0,7169.0,4217.058823529412,9463.078571428572,8931.67,1294.857142857143,1226.9285714285713,6582.428571428572,6347.357142857143,3915.9886444456324,3852.646169366172
2022-10-09,8061.87,1011.0,4347.0,1.6,7.974154302670623,2716.875,6244.89,816.0,3641.0,2333.974358974359,9834.814285714285,8836.735714285714,1344.0,1206.7857142857142,6763.714285714285,6251.785714285715,4029.292215874204,3792.914026509029
2022-10-10,11474.08,1320.0,7365.0,1.68,8.692484848484849,4383.928571428572,8061.87,1011.0,4347.0,2716.875,10020.445714285714,9009.032142857144,1335.5714285714287,1212.7142857142858,6732.857142857143,6281.0,4018.5089025488737,3791.5852354989547
2022-10-11,11846.59,1407.0,7482.0,1.63,8.419751243781095,4590.184049079755,11474.08,1320.0,7365.0,4383.928571428572,9997.539999999999,9224.722142857143,1304.7142857142858,1224.2857142857142,6610.428571428572,6299.071428571428,3965.150841533057,3806.5118017752143
2022-10-12,13443.07,1522.0,8488.0,1.67,8.832503285151116,5082.634730538923,11846.59,1407.0,7482.0,4590.184049079755,10363.29142857143,9533.075,1304.7142857142858,1241.0714285714287,6687.571428571428,6391.928571428572,4027.2482006994355,3852.6259227396345
2022-10-13,11989.61,1447.0,8140.0,1.73,8.285839668279197,4705.202312138728,13443.07,1522.0,8488.0,5082.634730538923,10407.874285714284,9725.64,1273.142857142857,1249.642857142857,6661.714285714285,6501.285714285715,4004.2654065271067,3902.607906074219
2022-10-14,10470.79,1214.0,6585.0,1.7,8.625032948929158,3873.529411764706,11989.61,1447.0,8140.0,4705.202312138728,10504.414285714287,9928.516428571429,1248.142857142857,1263.357142857143,6578.285714285715,6547.428571428572,3955.189776275006,3909.088396359505
2022-10-15,6480.96,690.0,3283.0,1.69,9.392695652173911,1942.603550295858,10470.79,1214.0,6585.0,3873.529411764706,10538.138571428572,10000.608571428571,1230.142857142857,1262.5,6527.142857142857,6554.785714285715,3899.279660749506,3907.634152597569
2022-10-16,10367.35,1071.0,4879.0,1.72,9.680065359477124,2836.6279069767443,6480.96,690.0,3283.0,1942.603550295858,10867.492857142857,10351.153571428571,1238.7142857142858,1291.357142857143,6603.142857142857,6683.428571428572,3916.387218889041,3972.8397173816224
2022-10-17,10857.064,1143.8,5358.2,1.686,9.53024322834825,3208.01200300075,8416.601999999999,905.0,4363.4,2600.468382405361,11432.42,10700.577142857142,1283.0,1303.9142857142858,6719.0,6722.814285714286,4027.4120881833924,4020.9419080688785
2022-10-18,11346.778,1216.6,5837.4,1.652,9.380421097219376,3579.396099024756,10352.243999999999,1120.0,5443.8,3258.3332145148643,11997.347142857143,11050.000714285714,1327.2857142857142,1316.4714285714285,6834.857142857143,6762.2,4138.436957477744,4069.0440987561346
2022-10-19,11836.492,1289.4,6316.6,1.618,9.2305989660905,3950.780195048762,12287.885999999999,1335.0,6524.200000000001,3916.1980466243676,12562.274285714288,11399.424285714285,1371.5714285714284,1329.0285714285715,6950.714285714285,6801.585714285715,4249.461826772096,4117.146289443391
2022-10-20,12326.206,1362.2,6795.8,1.584,9.080776834961627,4322.164291072768,14223.527999999998,1550.0,7604.6,4574.06287873387,13127.20142857143,11748.847857142857,1415.857142857143,1341.5857142857142,7066.571428571428,6840.971428571429,4360.486696066448,4165.248480130647
2022-10-21,12815.92,1435.0,7275.0,1.55,8.930954703832752,4693.548387096774,16159.17,1765.0,8685.0,5231.9277108433735,13692.128571428573,12098.271428571428,1460.142857142857,1354.142857142857,7182.428571428572,6880.357142857143,4471.511565360799,4213.350670817903
2022-10-22,8094.67,926.0,3910.0,1.52,8.741544276457883,2572.368421052632,12815.92,1435.0,7275.0,4693.548387096774,13922.658571428572,12230.398571428572,1493.857142857143,1362.0,7272.0,6899.571428571428,4561.47797546891,4230.378818109208
2022-10-23,8563.44,989.0,4096.0,1.44,8.658685540950456,2844.4444444444443,8094.67,926.0,3910.0,2572.368421052632,13664.957142857145,12266.225000000002,1482.142857142857,1360.4285714285713,7160.142857142857,6881.642857142857,4562.59462367858,4239.490921283811
2022-10-24,12488.57,1351.0,7496.0,1.4,9.243945225758695,5354.285714285715,8563.44,989.0,4096.0,2844.4444444444443,13223.38,12338.68857142857,1451.0,1362.642857142857,7061.428571428572,6891.0,4591.9130680374565,4308.802145773607
2022-10-25,13891.37,1497.0,7538.0,1.35,9.279472277889113,5583.703703703704,12488.57,1351.0,7496.0,5354.285714285715,12734.568571428574,12484.744285714287,1401.7142857142858,1369.0714285714287,6851.571428571428,6895.0,4559.446776861488,4379.7678353896035
2022-10-26,12800.29,1450.0,7816.0,1.5,8.827786206896553,5210.666666666667,13891.37,1497.0,7538.0,5583.703703703704,12116.204285714286,12438.831428571428,1344.7142857142858,1363.9285714285713,6688.0,6847.0,4498.706435441901,4388.9129736844425
2022-10-27,13761.87,1614.0,8427.0,1.25,8.526561338289962,6741.6,12800.29,1450.0,7816.0,5210.666666666667,11773.732857142857,12565.42142857143,1323.142857142857,1375.857142857143,6651.142857142857,6867.5,4714.3739053214185,4534.369951388819
2022-10-28,9614.31,1193.0,6399.0,1.28,8.058935456831517,4999.21875,13761.87,1614.0,8427.0,6741.6,11316.36,12504.244285714287,1288.5714285714287,1374.357142857143,6526.0,6854.214285714285,4758.04110002188,4614.776332691339
2022-10-29,5072.830000000001,718.0,3114.0,1.37,7.065222841225628,2272.992700729927,9614.31,1193.0,6399.0,4999.21875,10884.668571428572,12403.663571428571,1258.857142857143,1376.357142857143,6412.285714285715,6842.142857142857,4715.273139975779,4638.375557722345
2022-10-30,4971.849999999999,721.0,3257.0,1.3,6.895769764216365,2505.3846153846152,5072.830000000001,718.0,3114.0,2272.992700729927,10371.584285714285,12018.270714285714,1220.5714285714287,1351.357142857143,6292.428571428572,6726.285714285715,4666.836021538661,4614.715322608621
2022-10-31,9189.74,1424.0,6374.0,0.95,6.453469101123595,6709.473684210527,4971.849999999999,721.0,3257.0,2505.3846153846152,9900.322857142859,11561.851428571428,1231.0,1341.0,6132.142857142857,6596.785714285715,4860.434302956492,4726.173685496974
2022-11-01,8491.29,1371.0,7252.0,1.08,6.193501094091904,6714.814814814815,9189.74,1424.0,6374.0,6709.473684210527,9128.882857142858,10931.725714285714,1213.0,1307.357142857143,6091.285714285715,6471.428571428572,5022.021604543793,4790.73419070264
2022-11-02,5897.280000000001,947.0,5112.0,1.0,6.227328405491025,5112.0,8491.29,1371.0,7252.0,6714.814814814815,8142.738571428572,10129.471428571429,1141.142857142857,1242.9285714285713,5705.0,6196.5,5007.926366448555,4753.316400945228
2022-11-03,6166.12,967.0,4946.0,1.3199999999999998,6.37654601861427,3746.9696969696975,5897.280000000001,947.0,5112.0,5112.0,7057.631428571428,9415.682142857144,1048.7142857142858,1185.9285714285713,5207.714285714285,5929.428571428572,4580.1220374442255,4647.2479713828225
2022-11-04,11847.78,1543.0,7509.0,1.12,7.678405703175632,6704.464285714286,6166.12,967.0,4946.0,3746.9696969696975,7376.698571428571,9346.529285714287,1098.7142857142858,1193.642857142857,5366.285714285715,5946.142857142857,4823.728542546267,4790.884821284074
2022-11-05,8233.52,888.0,3766.0,1.25,9.271981981981982,3012.8,11847.78,1543.0,7509.0,6704.464285714286,7828.225714285714,9356.447142857143,1123.0,1190.9285714285713,5459.428571428572,5935.857142857143,4929.415299584849,4822.344219780314
2022-11-06,10624.55,1112.0,4564.0,1.31,9.55445143884892,3483.969465648855,8233.52,888.0,3766.0,3012.8,8635.754285714285,9503.669285714286,1178.857142857143,1199.7142857142858,5646.142857142857,5969.285714285715,5069.213135336883,4868.024578437771
2022-11-07,11633.46,1270.0,6851.0,1.15,9.160204724409448,5957.391304347827,10624.55,1112.0,4564.0,3483.969465648855,8984.857142857143,9442.59,1156.857142857143,1193.9285714285713,5714.285714285715,5923.214285714285,4961.772795356497,4911.103549156495
2022-11-08,12685.96,1335.0,7383.0,1.16,9.502591760299625,6364.655172413793,11633.46,1270.0,6851.0,5957.391304347827,9584.095714285713,9356.489285714286,1151.7142857142858,1182.357142857143,5733.0,5912.142857142857,4911.749989299208,4966.8857969215005
2022-11-09,14913.71,1492.0,7722.0,1.28,9.99578418230563,6032.8125,12685.96,1335.0,7383.0,6364.655172413793,10872.157142857142,9507.447857142857,1229.5714285714287,1185.357142857143,6105.857142857143,5905.428571428572,5043.294632156351,5025.610499302454
2022-11-10,13301.509999999998,1377.0,7595.0,1.37,9.659774872912129,5543.795620437956,14913.71,1492.0,7722.0,6032.8125,11891.49857142857,9474.565,1288.142857142857,1168.4285714285713,6484.285714285715,5846.0,5299.984049794673,4940.05304361945
2022-11-11,12730.77,1249.0,6434.0,1.33,10.19277021617294,4837.593984962406,13301.509999999998,1377.0,7595.0,5543.795620437956,12017.64,9697.169285714286,1246.142857142857,1172.4285714285713,6330.714285714285,5848.5,5033.2882925444055,4928.508417545337
2022-11-12,6812.14,689.0,3206.0,1.5,9.886995645863571,2137.333333333333,12730.77,1249.0,6434.0,4837.593984962406,11814.585714285713,9821.405714285715,1217.7142857142858,1170.357142857143,6250.714285714285,5855.071428571428,4908.221625877739,4918.818462731294
2022-11-13,7286.39,795.0,3818.0,1.6,9.165270440251572,2386.25,6812.14,689.0,3206.0,2137.333333333333,11337.705714285712,9986.73,1172.4285714285713,1175.642857142857,6144.142857142857,5895.142857142857,4751.404559356473,4910.308847346678
2022-11-14,9658.363333333333,1080.0,5181.0,1.6333333333333333,9.019737869258623,3141.225490196078,10068.433333333334,1031.0,5067.0,3233.325102880658,11736.449523809522,10558.835714285715,1220.904761904762,1208.3333333333333,6296.809523809524,6048.095238095238,4603.015095439956,4831.7943648583305
2022-11-15,12030.336666666666,1365.0,6544.0,1.6666666666666667,8.874205298265675,3896.2009803921565,13324.726666666667,1373.0,6928.0,4329.316872427983,12135.193333333333,11130.941428571428,1269.3809523809523,1241.0238095238096,6449.47619047619,6201.047619047619,4454.62563152344,4753.279882369984
2022-11-16,14402.31,1650.0,7907.0,1.7,8.728672727272727,4651.176470588235,16581.02,1715.0,8789.0,5425.308641975308,12533.937142857143,11703.047142857144,1317.857142857143,1273.7142857142858,6602.142857142857,6354.0,4306.236167606922,4674.765399881637
2022-11-17,14550.34,1734.0,8859.0,1.71,8.391199538638984,5180.701754385965,14402.31,1650.0,7907.0,4651.176470588235,12712.341428571428,12301.92,1368.857142857143,1328.5,6782.714285714285,6633.5,4254.365615313781,4777.174832554228
2022-11-18,13891.740000000002,1718.0,8455.0,1.67,8.085995343422585,5062.874251497006,14550.34,1734.0,8859.0,5180.701754385965,12878.194285714286,12447.917142857143,1435.857142857143,1341.0,7071.428571428572,6701.071428571428,4286.548510533009,4659.918401538707
2022-11-19,6787.47,940.0,4098.0,1.66,7.220712765957447,2468.6746987951806,13891.740000000002,1718.0,8455.0,5062.874251497006,12874.67,12344.627857142857,1471.7142857142858,1344.7142857142858,7198.857142857143,6724.785714285715,4333.882991313273,4621.052308595506
2022-11-20,6575.82,938.0,4090.0,1.65,7.01046908315565,2478.787878787879,6787.47,940.0,4098.0,2468.6746987951806,12773.160000000002,12055.432857142858,1492.142857142857,1332.2857142857142,7237.714285714285,6690.928571428572,4347.10268828297,4549.253623819722
2022-11-21,9700.49,1386.0,7275.0,1.62,6.998910533910534,4490.740740740741,6575.82,938.0,4090.0,2478.787878787879,11784.17,11917.363571428572,1440.142857142857,1340.5714285714287,7067.571428571428,6721.214285714285,4251.1806338243305,4444.492869276359
2022-11-22,11311.16,1424.0,7539.0,1.7200000000000002,7.943230337078652,4383.13953488372,9700.49,1386.0,7275.0,4490.740740740741,11031.332857142857,11819.163571428571,1398.5714285714287,1346.9285714285713,6889.0,6732.357142857143,4102.299332811247,4302.95603802421
2022-11-23,9688.92,1219.0,6157.0,1.83,7.94825266611977,3364.48087431694,11311.16,1424.0,7539.0,4383.13953488372,10357.99142857143,11445.964285714286,1337.0,1327.4285714285713,6639.0,6620.571428571428,3918.4856762010613,4112.360921903992
2022-11-24,5344.7,637.0,3006.0,1.88,8.390423861852433,1598.936170212766,9688.92,1219.0,6157.0,3364.48087431694,9042.9,10877.620714285715,1180.2857142857142,1274.5714285714287,5802.857142857143,6292.785714285715,3406.8048784620332,3830.585246887907
2022-11-25,7714.86,771.0,3731.0,1.88,10.006303501945524,1984.5744680851064,5344.7,637.0,3006.0,1598.936170212766,8160.488571428571,10519.341428571428,1045.0,1240.4285714285713,5128.0,6099.714285714285,2967.047766546047,3626.7981385395287
2022-11-26,7813.139999999999,684.0,3190.0,1.91,11.422719298245614,1670.1570680628272,7714.86,771.0,3731.0,1984.5744680851064,8307.012857142856,10590.841428571428,1008.4285714285714,1240.0714285714287,4998.285714285715,6098.571428571428,2852.9738192985687,3593.428405305921
2022-11-27,9319.93,743.0,3601.0,1.89,12.543647375504712,1905.2910052910047,7813.139999999999,684.0,3190.0,1670.1570680628272,8699.028571428571,10736.094285714285,980.5714285714286,1236.357142857143,4928.428571428572,6083.071428571428,2771.045694513301,3559.0741913981356
2022-11-28,7947.886666666667,632.6666666666666,3078.0,1.4366666666666665,12.57262575842709,2548.1814249109843,12612.403333333332,998.0,4763.0,3037.768945618527,9753.80380952381,10860.95380952381,974.8095238095239,1207.6190476190477,4830.0,5934.071428571428,2877.7023358044144,3540.966343363374
2022-11-29,6575.843333333334,522.3333333333334,2555.0,0.9833333333333333,12.601604141349467,3191.071844530964,17411.666666666664,1312.0,6336.0,4405.380823174227,10808.579047619047,10985.813333333332,969.047619047619,1178.8809523809523,4731.571428571428,5785.071428571428,2984.3589770955277,3522.8584953286127
2022-11-30,5203.8,412.0,2032.0,0.53,12.630582524271846,3833.962264150943,22210.93,1626.0,7909.0,5772.992700729927,11863.354285714286,11110.672857142856,963.2857142857143,1150.142857142857,4633.142857142857,5636.071428571428,3091.015618386641,3504.750647293851
2022-12-01,8352.83,626.0,2819.5,0.505,13.161636500231161,5674.272798742139,21264.585,1490.5,7344.5,5435.368530816091,13203.392857142859,11231.316428571428,1019.5,1105.25,4893.857142857143,5388.678571428572,3735.9311223821924,3589.348921877873
2022-12-02,11501.86,840.0,3607.0,0.48,13.692690476190474,7514.583333333334,20318.24,1355.0,6780.0,5097.744360902256,14543.43142857143,11351.960000000001,1075.7142857142858,1060.357142857143,5154.571428571428,5141.285714285715,4380.846626377744,3673.9471964618956
2022-12-03,641.49,60.0,309.0,0.67,10.6915,461.19402985074623,11501.86,840.0,3607.0,7514.583333333334,13518.910000000002,10912.96142857143,986.5714285714286,997.5,4743.0,4870.642857142857,4208.137620918875,3530.5557201087217
2022-12-04,9154.38,840.0,3405.0,1.09,10.89807142857143,3123.853211009174,641.49,60.0,309.0,461.19402985074623,13495.259999999998,11097.144285714285,1000.4285714285714,990.5,4715.0,4821.714285714285,4382.21793602147,3576.6318152673857
2022-12-05,10568.609999999999,995.5,4463.5,1.1325,10.706265609732267,3858.564511431484,5192.402499999999,460.5,2388.25,2071.0955223880596,13371.345357142856,11698.11232142857,1037.9285714285713,1019.9107142857142,4984.75,4987.071428571428,4621.322331037518,3798.6589709504606
2022-12-06,11982.84,1151.0,5522.0,1.175,10.514459790893103,4593.275811853793,9743.314999999999,861.0,4467.5,3680.997014925373,13247.430714285714,12299.080357142857,1075.4285714285713,1049.3214285714284,5254.5,5152.428571428571,4860.426726053565,4020.686126633536
2022-12-07,13397.07,1306.5,6580.5,1.2175,10.322653972053939,5327.987112276103,14294.227499999999,1261.5,6546.75,5290.898507462686,13123.516071428572,12900.048392857143,1112.9285714285713,1078.732142857143,5524.25,5317.785714285714,5099.531121069613,4242.713282316611
2022-12-08,14811.3,1462.0,7639.0,1.26,10.130848153214774,6062.6984126984125,18845.14,1662.0,8626.0,6900.8,12999.60142857143,13501.016428571429,1150.4285714285713,1108.142857142857,5794.0,5483.142857142857,5338.63551608566,4464.740437999686
2022-12-09,14525.34,1475.0,7111.0,1.03,9.84768813559322,6903.883495145631,14811.3,1462.0,7639.0,6062.6984126984125,13431.527142857143,13987.479285714286,1241.142857142857,1158.4285714285713,6294.571428571428,5724.571428571428,5251.392682058846,4816.119654218294
2022-12-10,1955.78,243.0,1119.0,0.59,8.048477366255144,1896.6101694915253,14525.34,1475.0,7111.0,6903.883495145631,13619.282857142856,13569.096428571429,1267.2857142857142,1126.9285714285713,6410.285714285715,5576.642857142857,5456.452130578956,4832.294875748916
2022-12-11,8014.19,972.0,4047.0,1.16,8.245051440329219,3488.7931034482763,1955.78,243.0,1119.0,1896.6101694915253,13456.39857142857,13475.829285714284,1286.142857142857,1143.2857142857142,6502.0,5608.5,5508.5864009274,4945.402168474435
2022-12-12,9290.44,1323.0,6804.0,1.4300000000000002,7.022252456538172,4758.0419580419575,8014.19,972.0,4047.0,3488.7931034482763,12292.99857142857,12322.566428571428,1257.142857142857,1104.2142857142858,6308.428571428572,5454.285714285715,5248.329722122334,4937.319761750724
2022-12-13,11890.57,1700.0,10278.0,1.25,6.99445294117647,8222.4,9290.44,1323.0,6804.0,4758.0419580419575,11333.25142857143,11585.397857142858,1262.4285714285713,1109.5,6517.714285714285,5623.5,5461.889591260829,5112.277425984301
2022-12-14,8513.77,1438.0,7857.0,0.98,5.920563282336579,8017.34693877551,11890.57,1700.0,10278.0,8222.4,9857.341428571428,11821.824285714287,1230.4285714285713,1182.7857142857142,6407.857142857143,6039.571428571428,5621.396296800187,5411.090617028912
2022-12-15,7320.179999999999,1184.0,6482.0,1.13,6.182584459459459,5736.283185840709,8513.77,1438.0,7857.0,8017.34693877551,8787.181428571428,10893.391428571427,1190.7142857142858,1170.5714285714287,6242.571428571428,6018.285714285715,5574.76555010623,5456.700533095945
2022-12-16,7787.67,1062.0,5617.0,1.36,7.333022598870056,4130.14705882353,7320.179999999999,1184.0,6482.0,5736.283185840709,7824.657142857142,10628.092142857144,1131.7142857142858,1186.4285714285713,6029.142857142857,6161.857142857143,5178.517487774501,5214.955084916673
2022-12-17,4919.26,637.0,2950.0,1.35,7.7225431711146,2185.185185185185,7787.67,1062.0,5617.0,4130.14705882353,8248.011428571428,10933.647142857142,1188.0,1227.642857142857,6290.714285714285,6350.5,5219.742490016452,5338.097310297705
2022-12-18,6334.12,692.0,3014.0,1.42,9.153352601156069,2122.535211267605,4919.26,637.0,2950.0,2185.185185185185,8008.001428571429,10732.2,1148.0,1217.0714285714287,6143.142857142857,6322.571428571428,5024.562791133499,5266.574596030449
2022-12-19,11936.44,1148.0,6376.0,1.11,10.397595818815333,5744.144144144145,6334.12,692.0,3014.0,2122.535211267605,8386.00142857143,10339.5,1123.0,1190.0714285714287,6082.0,6195.214285714285,5165.43453200524,5206.882127063787
2022-12-20,14228.95,1289.0,6992.0,1.65,11.038750969743989,4237.575757575758,11936.44,1148.0,6376.0,5744.144144144145,8720.055714285714,10026.653571428571,1064.2857142857142,1163.357142857143,5612.571428571428,6065.142857142857,4596.173925944635,5029.031758602731
2022-12-21,13839.916666666668,1182.0,6277.333333333333,1.7266666666666666,11.857049544567618,3684.6249731356115,13377.163333333334,1157.3333333333333,6457.666666666667,5015.988569214376,9778.529523809524,9971.12476190476,1052.1904761904761,1135.5238095238096,5548.952380952381,5951.9047619047615,4219.947606710558,4793.689915071305
2022-12-22,13450.883333333333,1075.0,5562.666666666667,1.8033333333333332,12.675348119391247,3131.674188695465,14817.886666666667,1166.6666666666667,6539.333333333333,4287.832994284608,10837.003333333334,9915.595952380952,1040.095238095238,1107.6904761904761,5485.333333333333,5838.666666666667,3843.7212874764814,4558.348071539878
2022-12-23,13061.85,968.0,4848.0,1.88,13.493646694214876,2578.723404255319,16258.61,1176.0,6621.0,3559.677419354839,11895.477142857144,9860.067142857142,1028.0,1079.857142857143,5421.714285714285,5725.428571428572,3467.4949682424044,4323.006228008452
2022-12-24,6836.82,498.0,2199.0,1.71,13.728554216867469,1285.9649122807018,13061.85,968.0,4848.0,2578.723404255319,12169.414285714285,10208.712857142858,1008.1428571428571,1098.0714285714287,5314.428571428572,5802.571428571428,3339.0349292560495,4279.388709636251
2022-12-25,6746.54,509.0,1966.0,1.64,13.254499017681727,1198.780487804878,6836.82,498.0,2199.0,1285.9649122807018,12228.33142857143,10118.16642857143,982.0,1065.0,5164.714285714285,5653.928571428572,3207.069968761374,4115.816379947437
2022-12-26,10487.87,685.0,3046.0,1.68,15.310759124087593,1813.095238095238,6746.54,509.0,1966.0,1198.780487804878,12021.392857142857,10203.697142857143,915.8571428571429,1019.4285714285714,4689.0,5385.5,2645.4915536115304,3905.463042808385
2022-12-27,14329.41,1032.0,4913.0,1.53,13.885087209302323,3211.111111111111,10487.87,685.0,3046.0,1813.095238095238,12035.744285714287,10377.9,879.1428571428571,971.7142857142857,4392.0,5002.285714285715,2498.8537469737234,3547.513836459179
2022-12-28,10970.19,864.0,4254.0,1.29,12.696979166666669,3297.6744186046512,14329.41,1032.0,4913.0,3211.111111111111,11241.612857142858,10553.358571428573,818.8571428571429,930.7142857142857,3978.1428571428573,4744.928571428572,2420.7181416438193,3210.39437073269
2022-12-29,7520.66,880.0,3983.0,1.3,8.546204545454545,3063.846153846154,10970.19,864.0,4254.0,3297.6744186046512,9993.334285714285,10567.67857142857,776.5714285714286,909.0,3601.285714285714,4566.428571428572,2349.885103714008,3019.5060113045065
2022-12-30,4783.81,683.0,3234.0,1.44,7.00411420204978,2245.833333333333,7520.66,880.0,3983.0,3063.846153846154,8810.757142857143,10353.117142857143,735.8571428571429,881.9285714285714,3370.714285714286,4396.214285714285,2302.329379296581,2884.9121737694927
2022-12-31,315.57,57.0,357.0,1.12,5.536315789473684,318.74999999999994,4783.81,683.0,3234.0,2245.833333333333,7879.150000000001,10024.282142857142,672.8571428571429,840.5,3107.5714285714284,4211.0,2164.1558203993377,2751.595374827694
2023-01-01,1018.39,172.0,1053.0,1.35,5.920872093023256,780.0,315.57,57.0,357.0,318.74999999999994,7060.842857142858,9644.587142857143,624.7142857142857,803.3571428571429,2977.1428571428573,4070.9285714285716,2104.3300364272122,2655.7000025942934
2023-01-02,2331.95,350.0,1938.0,1.37,6.662714285714285,1414.5985401459852,1018.39,172.0,1053.0,780.0,5895.711428571429,8958.552142857143,576.8571428571429,746.3571428571429,2818.8571428571427,3753.9285714285716,2047.4019367201763,2346.4467451658534
2023-01-03,3865.8,594.0,3550.0,1.41,6.508080808080808,2517.7304964539007,2331.95,350.0,1938.0,1414.5985401459852,4400.910000000001,8218.327142857142,514.2857142857143,696.7142857142857,2624.1428571428573,3508.0714285714284,1948.3475631977178,2223.6006550857205
2023-01-04,5658.43,846.0,4520.0,1.46,6.688451536643027,3095.8904109589043,3865.8,594.0,3550.0,2517.7304964539007,3642.087142857143,7441.849999999999,511.7142857142857,665.2857142857143,2662.1428571428573,3320.1428571428573,1919.5212763911825,2170.119709017501
2023-01-05,6904.4,905.0,4876.0,1.49,7.629171270718231,3272.48322147651,5658.43,846.0,4520.0,3095.8904109589043,3554.05,6773.692142857143,515.2857142857143,645.9285714285714,2789.714285714286,3195.5,1949.3265717669476,2149.6058377404775
2023-01-06,7252.309999999999,894.0,4924.0,1.49,8.112203579418344,3304.6979865771814,6904.4,905.0,4876.0,3272.48322147651,3906.692857142857,6358.725,545.4285714285714,640.6428571428571,3031.1428571428573,3200.9285714285716,2100.592950801783,2201.461165049182
2023-01-07,5922.26,550.0,2946.0,1.51,10.767745454545455,1950.993377483444,7252.309999999999,894.0,4924.0,3304.6979865771814,4707.648571428572,6293.399285714286,615.8571428571429,644.3571428571429,3401.0,3254.285714285714,2333.7705761565608,2248.9631982779492
2023-01-08,8935.09,808.0,3781.0,1.55,11.058279702970298,2439.3548387096776,5922.26,550.0,2946.0,1950.993377483444,5838.605714285715,6449.7242857142855,706.7142857142857,665.7142857142857,3790.714285714286,3383.9285714285716,2570.8212674008005,2337.5756519140064
2023-01-09,11879.19,1139.0,6212.0,1.52,10.429490781387182,4086.842105263158,8935.09,808.0,3781.0,2439.3548387096776,7202.4971428571425,6549.104285714285,819.4285714285714,698.1428571428571,4401.285714285715,3610.0714285714284,2952.5703481318246,2499.9861424260007
2023-01-10,12890.78,1302.0,6297.0,1.5,9.900752688172044,4198.0,11879.19,1139.0,6212.0,4086.842105263158,8491.78,6446.345,920.5714285714286,717.4285714285714,4793.714285714285,3708.9285714285716,3192.6088486384106,2570.4782059180643
2023-01-11,12669.9,1155.0,6603.0,1.52,10.96961038961039,4344.078947368421,12890.78,1302.0,6297.0,4198.0,9493.418571428572,6567.7528571428575,964.7142857142857,738.2142857142857,5091.285714285715,3876.714285714286,3370.9214966969125,2645.2213865440476
2023-01-12,13088.65,1200.0,6370.0,1.46,10.907208333333337,4363.013698630137,12669.9,1155.0,6603.0,4344.078947368421,10376.882857142857,6965.466428571429,1006.8571428571429,761.0714285714286,5304.714285714285,4047.214285714286,3526.7115648617173,2738.0190683143323
2023-01-13,10790.59,986.0,5438.0,1.51,10.943803245436106,3601.3245033112585,13088.65,1200.0,6370.0,4363.013698630137,10882.35142857143,7394.522142857143,1020.0,782.7142857142857,5378.142857142857,4204.642857142857,3569.086781538014,2834.839866169899
2023-01-14,9640.96,715.0,3717.0,1.63,13.48386013986014,2280.3680981595094,10790.59,986.0,5438.0,3601.3245033112585,11413.594285714285,8060.621428571429,1043.5714285714287,829.7142857142857,5488.285714285715,4444.642857142857,3616.140313063166,2974.9554446098637
2023-01-15,9228.99,742.0,3690.0,1.65,12.43799191374663,2236.3636363636365,9640.96,715.0,3717.0,2280.3680981595094,11455.58,8647.092857142856,1034.142857142857,870.4285714285714,5475.285714285715,4633.0,3587.1415698708743,3078.9814186358376
2023-01-16,11596.31,811.0,4316.0,1.5699999999999998,14.29877928483354,2749.0445859872616,9228.99,742.0,3690.0,2236.3636363636365,11415.16857142857,9308.832857142857,987.2857142857143,903.3571428571429,5204.428571428572,4802.857142857143,3396.0276385457464,3174.2989933387857
2023-01-17,11651.1,938.0,5791.0,1.5299999999999998,12.421215351812368,3784.967320261439,11596.31,811.0,4316.0,2749.0445859872616,11238.07142857143,9864.925714285713,935.2857142857143,927.9285714285714,5132.142857142857,4962.928571428572,3337.022970011666,3264.8159093250383
2023-01-18,13426.35,1041.0,6240.0,1.5299999999999998,12.897550432276658,4078.43137254902,11651.1,938.0,5791.0,3784.967320261439,11346.135714285714,10419.777142857143,919.0,941.8571428571429,5080.285714285715,5085.785714285715,3299.0733164660373,3334.997406581475
