Date,Spend Actual,Actual CPC,Predicted CPC Actual,Predicted Clicks Actual,ROI Actual
2023-09-26,12209.88,7.89261797026503,7.808705290437395,1563.6241279271123,921.7748178937818
2023-09-27,11642.25,7.515978050355068,7.528520423076498,1546.4193952790586,1344.915738751788
2023-09-28,11493.06,7.372071840923668,7.467702230546877,1539.03565583899,1432.0954922606506
2023-09-29,9460.2,6.885152838427948,7.113817968231675,1329.8344211570513,1708.0381153445633
2023-09-30,5070.349999999999,6.542387096774193,6.881848660094573,736.7715058020937,1117.217025253729
2023-10-01,9237.95,11.634697732997482,10.187068639316173,906.8310352152605,-1622.1861345583084
2023-10-02,10152.6,7.416070124178232,7.670227517875056,1323.6373988046519,963.5941765378866
2023-10-03,10581.62,6.625936130244209,6.662655606395573,1588.1985540183948,2756.416182196701
2023-10-04,9708.17,6.018704277743336,6.104510791953373,1590.3272728744735,3647.7436251979325
2023-10-05,9482.84,5.5912971698113205,5.709026160052689,1661.0258447147285,4466.815576951423
2023-10-06,8572.61,5.321297330850404,5.647744241982499,1517.8821194266404,4174.893502000707
2023-10-07,5227.02,5.542969247083775,5.873412442599344,889.9460153843248,2246.9398039329435
2023-10-08,5672.35,6.199289617486339,6.355507515860764,892.5093685821502,1823.137400475478
2023-10-09,12378.12,9.299864763335838,8.791936586721429,1407.8945949968327,-554.3156014415126
2023-10-10,10918.88,7.593101529902643,7.517986104794195,1452.3676750396048,1278.418977837242
2023-10-11,11249.27,8.169404502541758,7.918819605899305,1420.5740956164225,681.0195969037286
2023-10-12,9973.0,7.755054432348367,7.737870032568713,1288.855971736876,851.0922025594755
2023-10-13,9409.46,7.90047019311503,7.901124717214319,1190.901338324586,591.9879296748131
2023-10-14,6328.110000000001,8.862899159663867,8.80186640510869,718.9509257181071,-290.2040743276493
2023-10-15,7495.02,9.54779617834395,9.815550250958685,763.5863307070291,-1082.2562549177783
2023-10-16,11423.29,7.262104259376987,7.51243412674302,1520.5843814769678,1346.9076852373346
2023-10-17,11385.44,7.284350607805503,7.335403770728222,1552.1217857745426,1649.6156518620464
2023-10-18,12087.169999999998,7.573414786967417,7.5059390653856966,1610.347472142567,1436.8776041245565
2023-10-19,12332.85,8.071236910994765,7.96643055558166,1548.1023670455547,668.449700943318
2023-10-20,11714.73,7.931435341909276,7.9243933361844565,1478.3125348546323,700.4595420108999
2023-10-21,7738.65,8.103298429319372,7.989826157048396,968.5630009825913,395.55231315309265
2023-10-22,8830.44,8.020381471389646,7.975772657134064,1107.1579368679052,467.7126673643688
2023-10-23,10669.933333333334,8.456786607281003,8.263236260477125,1291.2535714811142,174.29443228792843
2023-10-24,12509.426666666666,8.893191743172363,8.52551481239347,1467.2928194883689,-186.78308617981202
2023-10-25,14348.92,9.32959687906372,9.340812358911947,1536.1533289243182,-1447.9709147906215
2023-10-26,14400.35,9.60663775850567,9.493366570551432,1516.8854897766305,-1661.21641012297
2023-10-27,13232.4,9.845535714285717,9.630065280067171,1374.0716822957718,-1692.647763718449
2023-10-28,8192.86,10.177465838509317,9.92428563092893,825.5364975053761,-1259.8253075864013
2023-10-29,12220.65,14.548392857142856,13.055596597488748,936.0468446421398,-4359.525425570176
2023-10-30,14534.86,10.024041379310344,9.929776105742423,1463.7651287620113,-2241.842731934037
2023-10-31,13745.02,8.71040557667934,8.745545521423294,1571.6595341399661,-545.8820966100666
2023-11-01,13153.06,8.361767323585505,8.453985151955358,1555.8413888339717,-86.76631428850305
2023-11-02,12570.32,7.84174672489083,7.9611672845029045,1578.9543858058612,690.0816510600762
2023-11-03,12330.97,8.275818791946309,8.150097835353654,1512.984291613099,375.40048092730467
2023-11-04,7465.02,8.194313940724479,8.329697312000707,896.1934294112999,61.4069429604433
2023-11-05,8093.900000000001,7.881110029211295,7.970237621298088,1015.5155196843143,434.6197564628883
2023-11-06,12633.23,8.791391788448156,8.747809555617593,1444.159240056535,-504.86724082784895
2023-11-07,12961.35,7.8269021739130435,7.89471934831363,1641.774637976034,826.629764199939
2023-11-08,12470.38,8.055801033591733,8.03302508807663,1552.3890269569438,566.9200013177378
2023-11-09,12487.44,8.09296176279974,8.06903487815345,1547.5754149742472,509.4342430711913
2023-11-10,11539.76,8.573372956909362,8.406190645080304,1372.7692467638249,-10.945900015158259
2023-11-11,7144.55,8.288341067285383,8.077008521339359,884.5539757849934,284.1262850116145
2023-11-12,8014.69,9.233513824884794,8.74767691720351,916.2078201857238,-320.1778591035318
2023-11-13,12545.23,8.928989323843416,8.819690128764632,1422.4116512988196,-599.5082116258764
2023-11-14,12996.75,8.406694695989652,8.311565867498071,1563.6945200450239,135.49598617892298
2023-11-15,12219.23,7.773047073791348,7.825506053794548,1561.461957348427,894.2664400652538
2023-11-16,12816.54,8.158204964990453,8.026710907786292,1596.736215772683,593.1973187466174
2023-11-17,12513.18,8.237774851876235,8.165421759373919,1532.4597269742799,356.7494143202475
2023-11-18,8404.17,8.247468105986261,8.321677376078519,1009.91298030354,77.29841468708946
2023-11-19,8296.85,8.660594989561586,8.52553335577286,973.1766510985484,-123.90125175985122
2023-11-20,11501.14,8.673559577677224,8.436776229588624,1363.2150109261336,-52.5644463694116
2023-11-21,11586.14,8.09653389238295,8.030024083484776,1442.8524596618622,531.2481337751997
2023-11-22,9317.72,8.095325803649,8.012144346749498,1162.9495921126495,448.98309793630506
2023-11-23,5149.21,8.908667820069205,8.887915636887966,579.3495584756648,-283.7066575264862
2023-11-24,9475.06,11.799576587795768,11.93978701483034,793.5702695727388,-2810.484628176442
2023-11-25,8364.51,12.635211480362535,12.16483821828491,687.5973070835702,-2589.9185690626737
2023-11-26,11803.78,8.134927636113025,8.18727489749836,1441.722691344671,304.12009422619485
2023-11-27,13890.71,9.019941558441555,9.228834179853376,1505.142440452938,-1250.197087224351
2023-11-28,13795.21,7.932840713053478,8.325849043145464,1656.9132983929574,119.90752029474606
2023-11-29,13008.89,7.024238660907127,7.2480613109638155,1794.8095969224264,2064.310566349297
2023-11-30,10771.31,5.987387437465258,6.296530456327689,1710.6738504179532,3595.3003051672586
2023-12-01,6711.55,4.581262798634812,5.447660150483557,1232.006001586618,3635.1038136990855
2023-12-02,4778.24,4.735619425173439,5.115949911317391,933.9888159244256,3065.600802554186
2023-12-03,6033.02,5.367455516014235,5.973850742162916,1009.9047097744631,2448.378956988745
2023-12-04,7353.505,6.757740434923454,7.862538516143175,935.2583755109066,500.9978395250009
2023-12-05,8673.99,8.148025353832672,8.476672057207185,1023.2777605953326,-80.28125953751442
2023-12-06,9994.475,9.538310272741892,9.9306738434723,1006.4246553187967,-1542.3022956912173
